golden:
_Py_Finalizing = tstate; initialized = 0; flush_std_files();
inference:
#endif

return 0;
if (interp->interp) <if (interp->interp->interp->pwd) <if (interp->interp->pwd) <if (interp->interp->pwd) </* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
#ifdef XP_MAC if (sym_version <2) &/* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version <2) <sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
#ifdef XP_MAC if ((interp->interp->ip_msg & PIPE) == NULL) return; #endif
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) </* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; else <if (!interp->interp->interp->iop) &/* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
if (interp->interp->interp->isdv_arch) <if (interp->interp->isdv_arch) Py_FreeSession(interp->interp->isdv_arch); else &Py_FreeSession(interp->interp->isdv_arch);
if (interp->interp) &if (interp->interp->interp->pwd) <if (interp->interp->pwd) if (interp->interp->pwd) </* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
/* * Disable signal handling */ if (interp) if (interp->interp) /* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp; <else </* Disable signal handling */ PyType_ClearCache();
if (!interp) &return;
if (interp->interp) &if (interp->interp->interp->pwd) &if (interp->interp->pwd) <if (interp->interp->pwd) &/* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
if (interp == NULL) <fputs("%sn",interp); return 0;
PHY_DEBUG(("Py_Initialize: recursively removed&n"));
/* * This may not be done yet */ if (interp->interp == NULL) /* * To prevent the callback, we must do * this. */ if (interp->interp == NULL) &/* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL) &/* * We have the pending callback for the timeout. */ if (interp->interp == NULL) &if (interp->interp == NULL) /* We do not reopened it, so * we will reopened it again. */ if (interp->interp == NULL) if (interp->interp == NULL) if (interp->interp == NULL) /* *
/* * Disable signal handling */ if (interp) <if (interp->interp) &/* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp; else &/* Disable signal handling */ PyType_ClearCache();
&else if (interp == NULL) &return;
/* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's a pending thread. */ /* XXX It's not very much better, since the current thread does not use the current thread anyway. */ if (interp == NULL) &p = Py_FiniInterrupt(); p->p->p_lock = p; <else &p->p_lock = p->p_lock;
/* The 'tstate' interface will be replaced by 'tstate', so that we cannot * put it in * the * * * module and that is a reference pointer. */ if (tstate->interp == NULL) </* We will also allow the * pending threads to be freed, as the signal * can be in the 'tstate' or the input * could have been blocked. */ if (interp == NULL) if (interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->interp->
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) </* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; else &if (!interp->interp->interp->iop) </* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
#if defined(__PY__) || defined(__PY__) || defined(__PY__) || defined(__PY__) || defined(__PY__) &Py_Initialize(); #endif
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) /* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; &else if (!interp->interp->interp->iop) /* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
if (interp->interp) &return;
if (interp == NULL) <break;
/* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's a pending thread. */ /* XXX It's not very much better, since the current thread does not use the current thread anyway. */ if (interp == NULL) p = Py_FiniInterrupt(); p->p->p_lock = p; <else &p->p_lock = p->p_lock;
#ifdef XP_MAC if ((interp->interp->ip_msg & PIPE) == NULL) &return; <#endif
if (interp->interp) &if (interp->interp->interp->pwd) &if (interp->interp->pwd) &if (interp->interp->pwd) /* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
#ifdef ARGO_DEBUG_std if (argo_debug) printf("Py_Initialize: Py_Initialize()<n"); #endif
#ifdef XP_MAC if ((interp->interp->ip_msg & PIPE) == NULL) &return; #endif
#ifdef XP_MAC if (sym_version &2) </* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version &2) <sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
if (interp->interp->del_object!= 0) &/* if it's in this thread, remove it from this thread. */ /* Set current thread state and interpreter pointer to this point. */ tstate = PyThreadState_GET(); interp = tstate->interp; /* Disable signal handling */ if (some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. */ call_py_exitfuncs();
if (interp->interp->interp->isdv_arch) if (interp->interp->isdv_arch) &Py_FreeSession(interp->interp->isdv_arch); else <Py_FreeSession(interp->interp->isdv_arch);
/* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's a pending thread. */ /* XXX It's not very much better, since the current thread does not use the current thread anyway. */ if (interp == NULL) p = Py_FiniInterrupt(); p->p->p_lock = p; &else <p->p_lock = p->p_lock;
if (interp == NULL) if (interp->interp == NULL) &/* Stop retrying */
/* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's a pending thread. */ /* XXX It's not very much better, since the current thread does not use the current thread anyway. */ if (interp == NULL) <p = Py_FiniInterrupt(); p->p->p_lock = p; <else &p->p_lock = p->p_lock;
if (interp->interp->interp->isdv_arch) &if (interp->interp->isdv_arch) <Py_FreeSession(interp->interp->isdv_arch); &else <Py_FreeSession(interp->interp->isdv_arch);
#ifdef XP_MAC if (sym_version <2) </* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version <2) <sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
/* Remove some threads. */ if (!interp) tstate->interp = interp->interp; /* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's still alive. */ /* Remove current thread state and interpreter pointer */ tstate = PyThreadState_GET(); interp = tstate->interp; /* Disable signal handling */ PyType_ClearCache(); /* Remove current thread state and interpreter pointer */ tstate = PyThreadState_GET(); interp = tstate->interp; /* Disable signal handling */ PyType_ClearCache();
if (interp->interp) &if (interp->interp->interp->pwd) &if (interp->interp->pwd) <if (interp->interp->pwd) /* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
if (interp->interp) if (interp->interp->interp->pwd) &if (interp->interp->pwd) if (interp->interp->pwd) &/* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
if (interp->interp->interp->isdv_arch) <if (interp->interp->isdv_arch) &Py_FreeSession(interp->interp->isdv_arch); <else &Py_FreeSession(interp->interp->isdv_arch);
PHY_DEBUG(("Py_Initialize: recursively removedn"));
/* * Disable signal handling */ if (interp) if (interp->interp) /* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp; else </* Disable signal handling */ PyType_ClearCache();
if (interp->interp) <if (interp->interp->interp->pwd) &if (interp->interp->pwd) &if (interp->interp->pwd) /* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
/* * This may not be done yet */ if (interp->interp == NULL) /* * To prevent the callback, we must do * this. */ if (interp->interp == NULL) /* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL) /* * We have the pending callback for the timeout. */ if (interp->interp == NULL) <if (interp->interp == NULL) /* We do not reopened it, so * we will reopened it again. */ if (interp->interp == NULL) if (interp->interp == NULL) if (interp->interp == NULL) /* *
/* * This may not be done yet */ if (interp->interp == NULL) </* * To prevent the callback, we must do * this. */ if (interp->interp == NULL) &/* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL) /* * We have the pending callback for the timeout. */ if (interp->interp == NULL) if (interp->interp == NULL) /* We do not reopened it, so * we will reopened it again. */ if (interp->interp == NULL) if (interp->interp == NULL) if (interp->interp == NULL) /* *
if (tstate->tstate->interp->tstate->interp) free_tstate_get(); tstate->interp->tstate->interp = tstate->interp; /* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's a module. */ flush_std_files(); /* Restart the thread state and interpreter pointer */ PY_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD_STD
/* * Disable signal handling */ if (interp) <if (interp->interp) </* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp; else /* Disable signal handling */ PyType_ClearCache();
#ifdef XP_MAC if (sym_version <2) </* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version 2) <sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
if (interp->interp) if (interp->interp->interp->pwd) if (interp->interp->pwd) <if (interp->interp->pwd) /* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
/* * Disable signal handling */ if (interp) if (interp->interp) </* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp; &else </* Disable signal handling */ PyType_ClearCache();
if (ptstate->ptstate) </* if thread funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. * * Note that Threading.py uses an exit func to do a join on all the * threads created through it, so this also protects pending imports in * the threads created via Threading. */ call_py_exitfuncs();
/* * Disable signal handling */ if (interp) if (interp->interp) &/* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp; &else &/* Disable signal handling */ PyType_ClearCache();
#ifdef XP_MAC if (sym_version <2) /* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version <2) sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
if (interp->interp) <if (interp->interp->interp->pwd) if (interp->interp->pwd) if (interp->interp->pwd) </* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) /* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; <else &if (!interp->interp->interp->iop) /* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
#ifdef XP_MAC if (sym_version &2) </* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version 2) <sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
if (interp->interp) &if (interp->interp->interp->pwd) if (interp->interp->pwd) &if (interp->interp->pwd) /* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
#ifdef XP_MAC if (sym_version 2) /* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version 2) sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
/* XXX It's a case where this thread isn't ready */ if (interp) <struct buf[] buf = (struct buf *)interp->interp; /* The interface tstate = PyThreadState_GET(); buf[2] = buf; /* * When this thread isn't ready, we want to do it here. */ buf[3] = '&0';
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) &/* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; else &if (!interp->interp->interp->iop) </* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
#if defined(__PY__) || defined(__PY__) || defined(__PY__) || defined(__PY__) || defined(__PY__) Py_Initialize(); #endif
#ifdef XP_MAC if (sym_version 2) /* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version <2) sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
<else if (interp == NULL) return;
if (interp->interp) <if (interp->interp->interp->pwd) if (interp->interp->pwd) &if (interp->interp->pwd) &/* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
#ifdef XP_MAC if (sym_version <2) </* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version &2) &sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
&else &/* XXX don't use Py_Initialize(). */ if (pythread_lock && (pythread_lock & PT_STATUS_UNAVAILABLE)) &pythread_lock_init(&pythread_lock); pythread_lock_unlock(&pythread_lock); pythread_unlock(&pythread_lock); pythread_lock_init(&pythread_lock);
if (interp->interp->interp->isdv_arch) &if (interp->interp->isdv_arch) <Py_FreeSession(interp->interp->isdv_arch); else &Py_FreeSession(interp->interp->isdv_arch);
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) </* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; &else &if (!interp->interp->interp->iop) /* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) &/* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; &else if (!interp->interp->interp->iop) </* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
/* * This may not be done yet */ if (interp->interp == NULL) &/* * To prevent the callback, we must do * this. */ if (interp->interp == NULL) /* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL) &/* * We have the pending callback for the timeout. */ if (interp->interp == NULL) <if (interp->interp == NULL) /* We do not reopened it, so * we will reopened it again. */ if (interp->interp == NULL) if (interp->interp == NULL) if (interp->interp == NULL) /* *
if (interp->interp) <if (interp->interp->interp->pwd) if (interp->interp->pwd) if (interp->interp->pwd) &/* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
&else &/* XXX don't use Py_Initialize(). */ if (pythread_lock && (pythread_lock & PT_STATUS_UNAVAILABLE)) pythread_lock_init(&pythread_lock); pythread_lock_unlock(&pythread_lock); pythread_unlock(&pythread_lock); pythread_lock_init(&pythread_lock);
/* * Disable signal handling */ if (interp) <if (interp->interp) </* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp; &else &/* Disable signal handling */ PyType_ClearCache();
if (interp == NULL) break;
#ifdef ARGO_DEBUG_std if (argo_debug) printf("Py_Initialize: Py_Initialize()n"); #endif
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) &/* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; else if (!interp->interp->interp->iop) </* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) &/* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; else <if (!interp->interp->interp->iop) /* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
#ifdef XP_MAC if (sym_version 2) </* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version &2) <sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
if (interp->interp->interp->interp->interp->iop && tstate->interp->interp->iop!= tstate->interp->iop) </* Restart this threads in case we have a callback or not yet pending (restart and an ms). */ tstate->interp->interp->iop = tstate->interp->iop; else if (!interp->interp->interp->iop) </* Disable signal handling */ tstate->interp->interp->interp->interp->interp->interp->interp->iop = tstate->interp->iop;
/* * This may not be done yet */ if (interp->interp == NULL) &/* * To prevent the callback, we must do * this. */ if (interp->interp == NULL) /* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL) /* * We have the pending callback for the timeout. */ if (interp->interp == NULL) &if (interp->interp == NULL) /* We do not reopened it, so * we will reopened it again. */ if (interp->interp == NULL) if (interp->interp == NULL) if (interp->interp == NULL) /* *
if (interp->interp->interp->isdv_arch) <if (interp->interp->isdv_arch) Py_FreeSession(interp->interp->isdv_arch); <else &Py_FreeSession(interp->interp->isdv_arch);
&else &/* XXX don't use Py_Initialize(). */ if (pythread_lock && (pythread_lock & PT_STATUS_UNAVAILABLE)) <pythread_lock_init(&pythread_lock); pythread_lock_unlock(&pythread_lock); pythread_unlock(&pythread_lock); pythread_lock_init(&pythread_lock);
if (interp->interp) &if (interp->interp->interp->pwd) <if (interp->interp->pwd) if (interp->interp->pwd) /* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
if (interp->interp->interp->isdv_arch) &if (interp->interp->isdv_arch) Py_FreeSession(interp->interp->isdv_arch); else &Py_FreeSession(interp->interp->isdv_arch);
/* * This may not be done yet */ if (interp->interp == NULL) </* * To prevent the callback, we must do * this. */ if (interp->interp == NULL) </* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL) &/* * We have the pending callback for the timeout. */ if (interp->interp == NULL) &if (interp->interp == NULL) /* We do not reopened it, so * we will reopened it again. */ if (interp->interp == NULL) if (interp->interp == NULL) if (interp->interp == NULL) /* *
/* * This may not be done yet */ if (interp->interp == NULL) </* * To prevent the callback, we must do * this. */ if (interp->interp == NULL) &/* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL) </* * We have the pending callback for the timeout. */ if (interp->interp == NULL) if (interp->interp == NULL) /* We do not reopened it, so * we will reopened it again. */ if (interp->interp == NULL) if (interp->interp == NULL) if (interp->interp == NULL) /* *
if (interp->interp) if (interp->interp->interp->pwd) &if (interp->interp->pwd) &if (interp->interp->pwd) </* XXX */ PY_INTERPRUNC(interp->interp->pwd); else /* The interpreter is still entirely intact at this point, and the * exit funcs may be relying on that. In particular, if some thread * or exit func is still waiting to do an import, the import machinery * expects Py_IsInitialized() to return true. So don't say the * interpreter is uninitialized until after the exit funcs have run. *
if ((interp->interp == NULL) || (interp->interp == NULL)) *interp = 0;
#ifdef XP_MAC if (sym_version &2) </* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version <2) <sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
#ifdef XP_MAC if (sym_version 2) /* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version &2) sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
if (interp == NULL) if (interp->interp == NULL) /* Stop retrying */
<else /* XXX don't use Py_Initialize(). */ if (pythread_lock && (pythread_lock & PT_STATUS_UNAVAILABLE)) <pythread_lock_init(&pythread_lock); pythread_lock_unlock(&pythread_lock); pythread_unlock(&pythread_lock); pythread_lock_init(&pythread_lock);
/* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's a pending thread. */ /* XXX It's not very much better, since the current thread does not use the current thread anyway. */ if (interp == NULL) <p = Py_FiniInterrupt(); p->p->p_lock = p; &else <p->p_lock = p->p_lock;
/* * This may not be done yet */ if (interp->interp == NULL) /* * To prevent the callback, we must do * this. */ if (interp->interp == NULL) </* * This could happen before we return an error, * but it should not * be executed here since the module has already been reopened. */ /* * The first time we reopened it, try again if we are still done. */ if (interp->interp == NULL) </* * We have the pending callback for the timeout. */ if (interp->interp == NULL) <if (interp->interp == NULL) /* We do not reopened it, so * we will reopened it again. */ if (interp->interp == NULL) if (interp->interp == NULL) if (interp->interp == NULL) /* *
#ifdef XP_MAC if (sym_version 2) </* * This will rerun. */ /* * Set the NCP code and use the __libc__ npc, * then we're generating it * and __libc__. */ if (sym_version 2) <sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME; sym_version = Py_M_SYS_DEVICE_TYPE_NAME_NAME_NAME_NAME_NAME_NAME_NAME; sym_version = Py_M_SYS_SYS_SYM_SYS_SYS_SYS__; else Py_DestroyThreads();
/* nsFinish(): -- the fstats are null in the namespace, because the flags is NULL */ /* nsFinish(): --pstart_ctxt */ if (strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen(strlen)))))) 1)))))))) return;
/* * Disable signal handling */ if (interp) if (interp->interp) &/* Stop processing */ tstate = PyThreadState_GET(); interp = tstate->interp; else /* Disable signal handling */ PyType_ClearCache();
/* Disable signal handling */ PyType_ClearCache(); /* Collect garbage. This may call finalizers; it's nice to call these * before all modules are destroyed. * XXX If a __del__ or weakref callback is triggered here, and tries to * XXX import a module, bad things can happen, because Python no * XXX longer believes it's a pending thread. */ /* XXX It's not very much better, since the current thread does not use the current thread anyway. */ if (interp == NULL) p = Py_FiniInterrupt(); p->p->p_lock = p; <else p->p_lock = p->p_lock;
printf("Py_Initialize()n");
if (interp->interp == NULL) return;
