golden:
if (srv_sock->is_ssl) { cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));}
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) </* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) &/* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <<if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl && srv_sock->is_remote) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl &&!srv_sock->failed) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) &cgi_env_add(&env, M_HTTPS, M_ON);
if (srv_sock->is_ssl) cgi_env_add(&env, &con, &con);
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) </* fix the env file */ if (cgi_handler->used!= 1) &/* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &&if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl &&!b2->b2_next) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) cgi_env_add(&env, 0, NULL);
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) </* fix the env file */ if (cgi_handler->used!= 1) &/* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <<if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) &/* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <<if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
&else <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && con!= NULL) cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) &/* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) cgi_env_add(&env, CONST_STR_LEN("HOSTS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && p->p_flags & IPSEC_HOSTS) cgi_env_add(&env, p->p_flags, p->p_on);
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <<if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl && srv_sock->opt) cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), NULL);
if (srv_sock->is_ssl) &cgi_env_add(&env, 0, "HTTPS");
if (srv_sock) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), 0);
if (srv_sock->is_ssl) cgi_env_add(&env, &con, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &<if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
&else cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) &/* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &&if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
else <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) </* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock) cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), 0, NULL);
if (srv_sock->is_ssl) cgi_env_add(&env, 0, 0);
if (srv_sock->is_ssl) cgi_env_add(&env, CONST_STR_LEN("on"));
if (srv_sock->is_ssl &&!ptr) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl && p->p_flags & IPSEC_HOSTS) &cgi_env_add(&env, p->p_flags, p->p_on);
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) &/* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <&if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
else cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) cgi_env_add(&env, CONST_STR_LEN("http:
if (srv_sock->is_ssl) <cgi_env_add(&env, srv_sock->is_ssl, srv_sock->is_ssl);
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <&if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
else <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl &&!srv_sock->is_b) log_error_write(srv, __FILE__, __LINE__, "ss", "pipe failed:", strerror(errno)); return -1;
if (srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"));
if (srv_sock->is_ssl) &cgi_env_add(&env, 0, 0, NULL);
if (srv_sock->is_ssl &&!srv_sock->failed) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (is_ssl) cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) &cgi_env_add(&env, &con, &con);
if (srv_sock->is_ssl) cgi_env_add(&env, NULL);
if (srv_sock->is_ssl) &cgi_env_add(&env, &con, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl &&!srv_sock->is_b) <log_error_write(srv, __FILE__, __LINE__, "ss", "pipe failed:", strerror(errno)); return -1;
if (srv_sock->is_ssl) cgi_env_add(&env, "HTTPS", "on");
if (srv_sock->is_ssl) cgi_env_add(&env, 0);
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &<if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on")))
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) &/* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
<else cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) <cgi_env_add(&env, M_HTTPS, M_ON);
if (cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on")) == -1)
if (srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("http:
if (srv_sock->is_ssl) &cgi_env_add(&env, "HTTPS");
if (srv_sock->is_ssl) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), 0);
if (srv_sock->is_ssl && con.socks) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && p->p_flags & IPSEC_HOSTS) <cgi_env_add(&env, p->p_flags, p->p_on);
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) cgi_env_add(&env, M_HTTPS, M_ON);
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) </* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &&if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) <cgi_env_add(&env, 0, "HTTPS");
if (srv_sock->is_ssl) cgi_env_add(&env, 0, 0, NULL);
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) &/* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) <cgi_env_add(&env, 0, NULL);
if (srv_sock->is_ssl) &cgi_env_add(&env, CONST_STR_LEN("hosts"), CONST_STR_LEN("hosts"));
if (srv_sock->is_ssl) <cgi_env_add(&env, 0, 0, 0, 0);
&else &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
&else &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) <cgi_env_add(&env, 0, 0);
if (is_ssl) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) </* fix the env file */ if (cgi_handler->used!= 1) &/* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <&if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("hosts"), CONST_STR_LEN("hosts"));
if (srv_sock->is_ssl) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), "on");
&cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl &&!srv_sock->is_ssl) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl && con!= NULL) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl &&!srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
&else <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("HTTPS", "on"));
if (srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("HOSTS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &&if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) cgi_env_add(&env, 0, "HTTPS");
log_error_write(srv, __FILE__, __LINE__, "ss", "pipe failed:", strerror(errno)); return -1;
if (srv_sock->is_ssl) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), 0, 0);
if (srv_sock->is_ssl && srv_sock->is_remote) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) cgi_env_add(&env, CONST_STR_LEN("HTTPS"));
if (srv_sock->is_ssl) <cgi_env_add(&env, 0, 0, 0);
if (srv_sock->is_ssl) cgi_env_add(&env, CONST_STR_LEN("HTTPS"), "on");
if (srv_sock->is_ssl &&!srv_sock->is_b) &log_error_write(srv, __FILE__, __LINE__, "ss", "pipe failed:", strerror(errno)); return -1;
<else &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && srv_sock->opt) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &&if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"));
if (srv_sock->is_ssl) cgi_env_add(&env, NULL, NULL);
if (srv_sock->is_ssl) &cgi_env_add(&env, 0, 0);
&else cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) </* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) &cgi_env_add(&env, srv_sock->is_ssl);
if (srv_sock->is_ssl) <cgi_env_add(&env, &con, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) &cgi_env_add(&env, CONST_STR_LEN("HTTPS", "on"));
if (srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), "on");
if (srv_sock->is_ssl) <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), 0, 0);
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) </* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <&if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
<else <cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) <cgi_env_add(&env, 0);
if (srv_sock->is_ssl) <cgi_env_add(&env, "HTTPS");
cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && srv_sock->is_remote) cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <<if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl) &cgi_env_add(&env, 0, NULL);
if (srv_sock->is_ssl) &cgi_env_add(&env, "HTTPS", "on");
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) </* fix the env file */ if (cgi_handler->used!= 1) &/* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &<if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl &&!ptr) cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) </* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <&if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; <if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) &/* fix the env file */ if (cgi_handler->used!= 1) /* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl &&!ptr) &cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) <cgi_env_add(&env, NULL, NULL);
<cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) <cgi_env_add(&env, "HTTPS", "on");
if (srv_sock->is_ssl) &cgi_env_add(&env, 0);
if (srv_sock->is_ssl && cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"))!= -1) /* fix the env file */ if (cgi_handler->used!= 1) </* fix the exec file */ log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(errno)); return -1; &<if (pipe(to_cgi_fds)) log_error_write(srv, __FILE__, __LINE__, "sbss", "stat for cgi-handler", cgi_handler, "failed:", strerror(err
if (srv_sock->is_ssl &&!srv_sock->is_ssl) cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on"));
if (srv_sock->is_ssl) &cgi_env_add(&env, CONST_STR_LEN("http:
if (cgi_env_add(&env, CONST_STR_LEN("HTTPS"), CONST_STR_LEN("on")) == 0)
