golden:
private boolean hasExceptionHandler(Node cfgNode) { return false; }
inline boolean hasExceptionHandler(Node cfgNode) &return false; ;
inline void hasExceptionHandler(Node cfgNode) return false;
private inline boolean hasExceptionHandler(Node cfgNode) return false;
protected boolean hasExceptionHandler() <return false;
inline boolean hasExceptionHandler (Node cfgNode) &return false;
private boolean hasExceptionHandler() const &return false;
bool boolean hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(Node cfgNode) return false; &;
private boolean hasExceptionHandler(Node cfgNode) return false;
static PRBool hasExceptionHandler(Node cfgNode) &return false; <;
private inline boolean hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler() &return true;
internal boolean hasExceptionHandler(Node cfgNode) &return false;
static static boolean hasExceptionHandler(Node cfgNode) <return false; ;
boolean hasExceptionHandler(void) return false;
virtual boolean hasExceptionHandler(Node cfgNode) &return false; ;
private boolean hasExceptionHandler(Node cfgNode) &return false;
isExceptionHandler() <return false;
inline boolean hasExceptionHandler() &return false;
hasExceptionHandler(Node cfgNode) &return false;
static boolean hasExceptionHandler(Node cfgNode) <return false;
bool hasExceptionHandler (Node cfgNode) <return false;
virtual boolean hasExceptionHandler(Node cfgNode) return false;
boolean hasExceptionHandler(node cfgNode) &return false;
static boolean hasExceptionHandler(Node cfgNode) &return false;
static static boolean hasExceptionHandler(Node cfgNode) &return false; <;
private boolean hasExceptionHandler(Node cfgNode) return (0);
virtual PRUint32 hasExceptionHandler(Node cfgNode) &return false;
virtual boolean hasExceptionHandler (Node cfgNode) &return false;
static boolean hasExceptionHandler(Node cfgNode) <return true; &;
private boolean hasExceptionHandler(Node cfgNode)return false;
private boolean hasExceptionHandler(Node aNode) return false;
private boolean hasExceptionHandler(Node cfgNode) const <return true;
private int hasExceptionHandler(Node cfgNode) <return false;
static PRBool hasExceptionHandler(Node cfgNode) return false; &;
protected boolean hasExceptionHandler(Node cfgNode) &return false;
virtual inline boolean hasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) return -1;
private boolean hasExceptionHandler(node cfgNode) &return false;
boolean hasExceptionHandler(Node cfgNode) return true;
boolean hasExceptionHandler(Node cfgNode) <return false;
static boolean hasExceptionHandler(Node cfgNode) return false;
static PRUint32 hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(Node &cfgNode) &return false;
private void hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode) <return true;
static boolean hasExceptionHandler(Node cfgNode) &return false; ;
public int hasExceptionHandler(Node cfgNode) &return false;
bool isExceptionHandler(Node cfgNode) <return false;
static PRBool hasExceptionHandler(Node cfgNode) return false;
hasExceptionHandler(Node cfgNode) const return false;
private boolean hasExceptionHandler(void) return false;
virtual inline boolean hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler (Node cfgNode) return false;
private boolean hasExceptionHandler(Node cfgNode) const <return false;
hasExceptionHandler(Node cfgNode) return false;
static const boolean hasExceptionHandler(Node cfgNode) <return true;
private boolean hasExceptionHandler(node aNode) return false;
isExceptionHandler() return false;
inline boolean hasExceptionHandler() <return false;
static boolean hasExceptionHandler(Node cfgNode) <return true; ;
private boolean hasExceptionHandler(Node cfgNode) return false;
(void) hasExceptionHandler(Node cfgNode) <return false;
long hasExceptionHandler(Node cfgNode) &return false;
static inline boolean hasExceptionHandler() &return false;
private inline boolean hasExceptionHandler(Node cfgNode) &return false;
bool hasExceptionHandler(Node cfgNode) const &return false;
private inline boolean hasExceptionHandler(Node cfgNode) <return true;
inline bool hasExceptionHandler(Node cfgNode) <return false;
static inline boolean hasExceptionHandler(Node cfgNode) return false;
static PRBool hasExceptionHandler(Node cfgNode) &return false; &;
public static boolean hasExceptionHandler(Node cfgNode) return false;
static const boolean hasExceptionHandler(Node cfgNode) return true;
private boolean hasExceptionHandler(Node cfgNode) &return false;
Private boolean hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode) return true;
private boolean hasExceptionHandler(void) <return false;
static boolean hasExceptionHandler(Node cfgNode) return true;
private void hasExceptionHandler() return false;
bool hasExceptionHandler (Node cfgNode) return false;
private boolean hasExceptionHandler(Node cfgNode) &return ret;
hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode) &return false; &;
private boolean hasExceptionHandler (Node cfgNode) <return false;
static boolean hasExceptionHandler(Node cfgNode) <return true;
private boolean hasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler( Node cfgNode ) return false;
Private boolean hasExceptionHandler(Node cfgNode) &return false;
virtual boolean hasExceptionHandler(Node cfgNode) <return false;
inline void hasExceptionHandler(Node cfgNode) &return false;
inline boolean hasExceptionHandler(Node cfgNode) return false;
static boolean hasExceptionHandler(Node cfgNode) <return false; &;
static boolean hasExceptionHandler(Node cfgNode) return true;
boolean hasExceptionHandler() const &return false;
inline boolean hasExceptionHandler(Node cfgNode) <return false; ;
private boolean hasExceptionHandler(node cfgNode) <return false;
boolean hasExceptionHandler(Node aNode) <return false;
private PRBool hasExceptionHandler(Node cfgNode) <return false;
private bool hasExceptionHandler(Node cfgNode) &return false;
private Bool hasExceptionHandler(Node cfgNode) <return false;
static boolean hasExceptionHandler(Node cfgNode) <return true;
protected inline boolean hasExceptionHandler(Node cfgNode) <return false;
boolean isExceptionHandler(Node cfgNode) return false;
boolean hasExceptionHandler(Node cfgNode) <return true;
virtual boolean hasExceptionHandler(Node cfgNode) <return false; ;
boolean hasExceptionHandler(node cfgNode) <return false;
static PRBool hasExceptionHandler(Node cfgNode) return false; <;
private boolean hasExceptionHandler(Node cfgNode) &return!hasExceptionHandler;
private boolean hasExceptionHandler(Node cfgNode)
private boolean hasExceptionHandler(Node cfgNode) const return false;
private Bool hasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) return false;
static virtual boolean hasExceptionHandler(Node cfgNode) <return false;
static inline boolean hasExceptionHandler (Node cfgNode) return false;
boolean hasExceptionHandler(Node cfgNode) <return false; &;
private boolean hasExceptionHandler()
isExceptionHandler() &return false;
static int hasExceptionHandler() return false;
private boolean hasExceptionHandler(Node cfgNode) return false;
static int hasExceptionHandler(Node cfgNode) &return false;
static boolean hasExceptionHandler( Node cfgNode) return false;
private Inline boolean hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(Node cfgNode) <return aCfgNode;
inline boolean hasExceptionHandler (Node cfgNode) return false;
private boolean hasExceptionHandler(Node cfgNode) &return false;
private Node hasExceptionHandler(Node cfgNode) <return false;
return hasExceptionHandler(Node cfgNode) <return false;
static Inline boolean hasExceptionHandler(Node cfgNode) return false;
inline boolean hasExceptionHandler(Node cfgNode) &return false;
boolean hasExceptionHandler(Node cfgNode) return false;
protected boolean hasExceptionHandler() &return false;
static boolean hasExceptionHandler(Node aNode) return false;
HasExceptionHandler(Node cfgNode) return false;
static static boolean hasExceptionHandler(Node cfgNode) <return false;
long hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler() return false;
private boolean hasExceptionHandler(Node& aNode) <return false;
protected boolean hasExceptionHandler() return false;
static boolean hasExceptionHandler(Node aNode) <return false;
hasExceptionHandler(Node aNode) &return false;
HasExceptionHandler(Node cfgNode) <return false;
private Node hasExceptionHandler(Node cfgNode) &return false;
virtual Boolean hasExceptionHandler(Node cfgNode) &return false;
Inline boolean hasExceptionHandler(Node cfgNode) &return false;
isExceptionHandler(Node cfgNode) &return false;
haveExceptionHandler(Node cfgNode) <return false;
static boolean hasExceptionHandler(Node cfgNode)<return false;
bool isExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler( Node cfgNode ) <return false;
private boolean hasExceptionHandler(Node cfgNode) <return false;
static boolean hasExceptionHandler(Node cfgNode) &return true;
private boolean hasExceptionHandler(Node cfgNode) <return false;
virtual boolean hasExceptionHandler(Node cfgNode) return true;
HasExceptionHandler() return false;
boolean hasExceptionHandler(Node cfgNode) &return true;
static int hasExceptionHandler(Node cfgNode) return false;
static boolean hasExceptionHandler(Node cfgNode) const <return false;
private boolean hasExceptionHandler(Node &cfgNode) <return false;
boolean hasExceptionHandler(Node cfgNode) return false;
private inline boolean hasExceptionHandler(Node cfgNode) &return true;
private boolean hasExceptionHandler(Node* aNode) <return false;
private boolean hasExceptionHandler() <return false;
boolean hasExceptionHandler(Node cfgNode) return true;
private boolean hasExceptionHandler(Node cfgNode ) &return false;
private inline boolean hasExceptionHandler(Node cfgNode) return true;
private boolean hasExceptionHandler(Node cfgNode) &return rv;
HasExceptionHandler() &return false;
PRUint32 hasExceptionHandler(Node cfgNode) &return false;
inline boolean hasExceptionHandler(Node cfgNode) <return false;
bool hasExceptionHandler(Node cfgNode) <return false;
virtual Boolean hasExceptionHandler(Node cfgNode) <return false;
boolean hasExceptionHandler(void) &return false;
virtual boolean hasExceptionHandler(Node cfgNode) &return false; &;
static const boolean hasExceptionHandler(Node cfgNode) &return false;
boolean hasExceptionHandler(Node cfgNode) return (false);
internal boolean hasExceptionHandler(Node cfgNode) return false;
bool boolean hasExceptionHandler(Node cfgNode) &return false;
inline bool hasExceptionHandler(Node cfgNode) &return false;
virtual boolean hasExceptionHandler() <return false;
static boolean hasExceptionHandler(Node cfgNode) return true;
static Inline boolean hasExceptionHandler(Node cfgNode) &return false;
private Inline boolean hasExceptionHandler(Node cfgNode) &return false;
bool hasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) const &return false;
private PRUint32 hasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler(Node aCfgNode) return false;
bool hasExceptionHandler(Node cfgNode) <return true;
self.boolean hasExceptionHandler(Node cfgNode) <return false;
inline PRBool hasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) const return false;
static boolean hasExceptionHandler(Node cfgNode) return false;
boolean hasExceptionHandler(node cfgNode) return false;
static static boolean hasExceptionHandler(Node cfgNode) <return false; &;
static boolean hasExceptionHandler(Node cfgNode) return false; &;
private boolean hasExceptionHandler() const return false;
private boolean hasExceptionHandler(Node cfgNode) &return false;
PRBool hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(Node cfgNode) <return!hasExceptionHandler;
boolean hasExceptionHandler(Node cfgNode) &return (false);
virtual int hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode) const return true;
PRUint32 hasExceptionHandler(Node cfgNode) <return false;
private Bool hasExceptionHandler(Node cfgNode) return false;
boolean hasExceptionHandler(Node cfgNode) <return false;
bool hasExceptionHandler() return false;
private boolean hasExceptionHandler(Node cfgNode) <return false; ;
static inline Boolean hasExceptionHandler(Node cfgNode) return false;
private boolean hasExceptionHandler(Node& aNode) return false;
boolean hasExceptionHandler (Node cfgNode) return false;
boolean hasExceptionHandler(Node cfgNode) return false; ;
boolean hasExceptionHandler(void) <return false;
private boolean hasExceptionHandler(Node aNode) <return false;
static boolean hasExceptionHandler() return false;
boolean hasExceptionHandler(Node cfgNode) const return false;
static inline void hasExceptionHandler(Node cfgNode) <return false;
boolean hasExceptionHandler(Node cfgNode) <return (false);
private boolean hasExceptionHandler(Node cfgNode) &return -1;
internal boolean hasExceptionHandler(Node cfgNode) <return false;
inline boolean hasExceptionHandler(Node cfgNode) &return false; &;
static inline boolean hasExceptionHandler (Node cfgNode) <return false;
static boolean hasExceptionHandler(Node cfgNode)return false;
static boolean hasExceptionHandler(Node cfgNode) return false;
boolean hasExceptionHandler(Node cfgNode) &return true;
private PRUint32 hasExceptionHandler(Node cfgNode) return false;
void hasExceptionHandler(Node cfgNode) <return false;
static PRBool hasExceptionHandler(Node cfgNode) <return false; <;
static inline void hasExceptionHandler(Node cfgNode) return false;
static boolean hasExceptionHandler(Node cfgNode) <return false; ;
hasExceptionHandler(Node cfgNode) const <return false;
virtual void hasExceptionHandler(Node cfgNode) <return false;
boolean hasExceptionHandler( Node cfgNode ) return false;
boolean hasExceptionHandler(Node cfgNode) ret = false;
const boolean hasExceptionHandler(Node cfgNode) &return false;
protected boolean hasExceptionHandler(Node cfgNode) return false;
public boolean hasExceptionHandler(Node cfgNode) return false;
static boolean hasExceptionHandler(Node cfgNode) &return false;
private boolean hasExceptionHandler(Node cfgNode) <return false; <;
private boolean hasExceptionHandler(Node cfgNode) &return false; ;
virtual PRBool hasExceptionHandler(Node cfgNode) <return false;
boolean hasExceptionHandler(Node cfgNode) &return (false);
private int hasExceptionHandler(Node cfgNode) &return false;
static boolean hasExceptionHandler(Node cfgNode) <return false;
private boolean hasExceptionHandler(Node cfgNode) &return false; <;
static boolean hasExceptionHandler (Node cfgNode) return false;
private PRBool hasExceptionHandler(Node cfgNode) &return false;
boolean hasExceptionHandler(Node cfgNode) &return false;
static boolean hasExceptionHandler(Node aNode) &return false;
inline PRBool hasExceptionHandler(Node cfgNode) <return false;
