golden:
int greater = replacementList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - &replacementList[i].length() - searchList[i].length() - &searchList[i].length() - &searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - replacementList[i].length() - searchList[i].length() - searchList[i].length() - searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - &replacementList[i].length() - <searchList[i].length() - searchList[i].length() - &searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - &replacementList[i].length() - &searchList[i].length() - searchList[i].length() - searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() + ((char *)'&0'));
int greater = replacementList[i].length() - searchList[i].length() - replacementList[i].length() - <searchList[i].length() - searchList[i].length() - <searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - replacementList[i].length() - &searchList[i].length() - &searchList[i].length() - <searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() + ((char *)'<0'));
int greater = replacementList[i].length() &searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - &replacementList[i].length() - <searchList[i].length() - searchList[i].length() - <searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - <replacementList[i].length() - <searchList[i].length() - searchList[i].length() - searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - <replacementList[i].length() - &searchList[i].length() - searchList[i].length() - searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - <replacementList[i].length() - searchList[i].length() - &searchList[i].length() - searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length(); /* Note: &int&n */
int greater = replacementList[i].length() - searchList[i].length() - <replacementList[i].length() - &searchList[i].length() - <searchList[i].length() - &searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - &replacementList[i].length() - &searchList[i].length() - searchList[i].length() - &searchList[i].length() - searchList[i].length() - searchList[i].length();
&int greater = replacementList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - replacementList[i].length() - <searchList[i].length() - <searchList[i].length() - <searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - &replacementList[i].length() - &searchList[i].length() - searchList[i].length() - <searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length() - &replacementList[i].length() - &searchList[i].length() - <searchList[i].length() - searchList[i].length() - searchList[i].length() - searchList[i].length();
int greater = replacementList[i].length() - searchList[i].length();
